,n,edges added,P_i,P_r,Surviors,Everyone_Dead
49,100,5,0.4,0.5,7,False
50,100,5,0.4,0.5,8,False
51,100,5,0.4,0.5,3,False
52,100,5,0.4,0.5,20,False
53,100,5,0.4,0.5,13,False
54,100,5,0.4,0.5,5,False
55,100,5,0.4,0.5,7,False
56,100,5,0.4,0.5,10,False
57,100,5,0.4,0.5,7,False
58,100,5,0.4,0.5,7,False
59,100,5,0.4,0.5,12,False
60,100,5,0.4,0.5,12,False
61,100,5,0.4,0.5,14,False
62,100,5,0.4,0.5,8,False
63,100,5,0.4,0.5,12,False
64,100,5,0.4,0.5,8,False
65,100,5,0.4,0.5,6,False
66,100,5,0.4,0.5,10,False
67,100,5,0.4,0.5,13,False
68,100,5,0.4,0.5,5,False
69,100,5,0.4,0.5,14,False
70,100,5,0.4,0.5,9,False
71,100,5,0.4,0.5,6,False
72,100,5,0.4,0.5,13,False
73,100,5,0.4,0.5,9,False
74,100,5,0.4,0.5,10,False
75,100,5,0.4,0.5,4,False
76,100,5,0.4,0.5,6,False
77,100,5,0.4,0.5,7,False
78,100,5,0.4,0.5,11,False
79,100,5,0.4,0.5,8,False
80,100,5,0.4,0.5,10,False
81,100,5,0.4,0.5,7,False
82,100,5,0.4,0.5,11,False
83,100,5,0.4,0.5,11,False
84,100,5,0.4,0.5,8,False
85,100,5,0.4,0.5,10,False
86,100,5,0.4,0.5,2,False
87,100,5,0.4,0.5,9,False
88,100,5,0.4,0.5,11,False
89,100,5,0.4,0.5,10,False
90,100,5,0.4,0.5,9,False
91,100,5,0.4,0.5,11,False
92,100,5,0.4,0.5,8,False
93,100,5,0.4,0.5,8,False
94,100,5,0.4,0.5,4,False
95,100,5,0.4,0.5,19,False
96,100,5,0.4,0.5,9,False
97,100,5,0.4,0.5,7,False
