,n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
2000,300,1475,0.5,0.6,14,189,False,ConstantRate,barabasi,1,0,300
2001,300,1476,0.5,0.6,14,163,False,ConstantRate,barabasi,1,0,300
2002,300,1469,0.5,0.6,15,173,False,ConstantRate,barabasi,1,0,300
2003,300,1477,0.5,0.6,14,195,False,ConstantRate,barabasi,1,0,300
2004,300,1475,0.5,0.6,14,173,False,ConstantRate,barabasi,1,0,300
2005,300,1477,0.5,0.6,13,170,False,ConstantRate,barabasi,1,0,300
2006,300,1477,0.5,0.6,14,184,False,ConstantRate,barabasi,1,0,300
2007,300,1475,0.5,0.6,14,169,False,ConstantRate,barabasi,1,0,300
2008,300,1475,0.5,0.6,15,188,False,ConstantRate,barabasi,1,0,300
2009,300,1474,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,300
2010,300,1470,0.5,0.6,14,188,False,ConstantRate,barabasi,1,0,300
2011,300,1474,0.5,0.6,16,199,False,ConstantRate,barabasi,1,0,300
2012,300,1476,0.5,0.6,15,195,False,ConstantRate,barabasi,1,0,300
2013,300,1471,0.5,0.6,14,177,False,ConstantRate,barabasi,1,0,300
2014,300,1470,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,300
2015,300,1475,0.5,0.6,15,182,False,ConstantRate,barabasi,1,0,300
2016,300,1467,0.5,0.6,14,170,False,ConstantRate,barabasi,1,0,300
2017,300,1474,0.5,0.6,13,162,False,ConstantRate,barabasi,1,0,300
2018,300,1474,0.5,0.6,14,191,False,ConstantRate,barabasi,1,0,300
2019,300,1475,0.5,0.6,14,173,False,ConstantRate,barabasi,1,0,300
2020,300,1472,0.5,0.6,15,183,False,ConstantRate,barabasi,1,0,300
2021,300,1475,0.5,0.6,14,167,False,ConstantRate,barabasi,1,0,300
2022,300,1466,0.5,0.6,15,170,False,ConstantRate,barabasi,1,0,300
2023,300,1481,0.5,0.6,15,182,False,ConstantRate,barabasi,1,0,300
2024,300,1470,0.5,0.6,15,173,False,ConstantRate,barabasi,1,0,300
2025,300,1472,0.5,0.6,14,174,False,ConstantRate,barabasi,1,0,300
2026,300,1470,0.5,0.6,14,179,False,ConstantRate,barabasi,1,0,299
2027,300,1475,0.5,0.6,15,174,False,ConstantRate,barabasi,1,0,300
2028,300,1474,0.5,0.6,15,183,False,ConstantRate,barabasi,1,0,300
2029,300,1475,0.5,0.6,14,172,False,ConstantRate,barabasi,1,0,300
2030,300,1471,0.5,0.6,14,198,False,ConstantRate,barabasi,1,0,300
2031,300,1476,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,300
2032,300,1470,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,300
2033,300,1477,0.5,0.6,14,187,False,ConstantRate,barabasi,1,0,300
2034,300,1476,0.5,0.6,14,181,False,ConstantRate,barabasi,1,0,300
2035,300,1468,0.5,0.6,14,187,False,ConstantRate,barabasi,1,0,300
2036,300,1472,0.5,0.6,14,172,False,ConstantRate,barabasi,1,0,300
2037,300,1479,0.5,0.6,13,176,False,ConstantRate,barabasi,1,0,300
2038,300,1474,0.5,0.6,15,183,False,ConstantRate,barabasi,1,0,300
2039,300,1477,0.5,0.6,17,172,False,ConstantRate,barabasi,1,0,300
2040,300,1478,0.5,0.6,15,183,False,ConstantRate,barabasi,1,0,300
2041,300,1467,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,299
2042,300,1473,0.5,0.6,14,178,False,ConstantRate,barabasi,1,0,300
2043,300,1475,0.5,0.6,15,179,False,ConstantRate,barabasi,1,0,300
2044,300,1471,0.5,0.6,14,183,False,ConstantRate,barabasi,1,0,300
2045,300,1477,0.5,0.6,14,189,False,ConstantRate,barabasi,1,0,300
2046,300,1470,0.5,0.6,15,184,False,ConstantRate,barabasi,1,0,300
2047,300,1469,0.5,0.6,14,180,False,ConstantRate,barabasi,1,0,300
2048,300,1474,0.5,0.6,15,192,False,ConstantRate,barabasi,1,0,300
2049,300,1471,0.5,0.6,14,179,False,ConstantRate,barabasi,1,0,299
2050,300,1473,0.5,0.6,15,182,False,ConstantRate,barabasi,1,0,300
2051,300,1471,0.5,0.6,15,182,False,ConstantRate,barabasi,1,0,300
2052,300,1470,0.5,0.6,14,179,False,ConstantRate,barabasi,1,0,300
2053,300,1479,0.5,0.6,14,172,False,ConstantRate,barabasi,1,0,300
2054,300,1477,0.5,0.6,14,184,False,ConstantRate,barabasi,1,0,300
2055,300,1469,0.5,0.6,14,182,False,ConstantRate,barabasi,1,0,300
2056,300,1467,0.5,0.6,15,176,False,ConstantRate,barabasi,1,0,299
2057,300,1472,0.5,0.6,15,173,False,ConstantRate,barabasi,1,0,300
2058,300,1478,0.5,0.6,15,186,False,ConstantRate,barabasi,1,0,300
2059,300,1477,0.5,0.6,15,185,False,ConstantRate,barabasi,1,0,300
2060,300,1468,0.5,0.6,15,182,False,ConstantRate,barabasi,1,0,300
2061,300,1476,0.5,0.6,14,165,False,ConstantRate,barabasi,1,0,300
