,n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
2400,500,2475,0.5,0.6,14,307,False,ConstantRate,barabasi,1,0,500
2401,500,2476,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2402,500,2469,0.5,0.6,15,305,False,ConstantRate,barabasi,1,0,500
2403,500,2477,0.5,0.6,14,308,False,ConstantRate,barabasi,1,0,500
2404,500,2475,0.5,0.6,15,283,False,ConstantRate,barabasi,1,0,500
2405,500,2477,0.5,0.6,15,291,False,ConstantRate,barabasi,1,0,500
2406,500,2477,0.5,0.6,14,274,False,ConstantRate,barabasi,1,0,500
2407,500,2475,0.5,0.6,15,297,False,ConstantRate,barabasi,1,0,500
2408,500,2475,0.5,0.6,15,296,False,ConstantRate,barabasi,1,0,500
2409,500,2474,0.5,0.6,14,290,False,ConstantRate,barabasi,1,0,500
2410,500,2470,0.5,0.6,15,285,False,ConstantRate,barabasi,1,0,500
2411,500,2474,0.5,0.6,15,275,False,ConstantRate,barabasi,1,0,500
2412,500,2476,0.5,0.6,15,307,False,ConstantRate,barabasi,1,0,500
2413,500,2471,0.5,0.6,15,281,False,ConstantRate,barabasi,1,0,500
2414,500,2470,0.5,0.6,15,315,False,ConstantRate,barabasi,1,0,500
2415,500,2475,0.5,0.6,15,270,False,ConstantRate,barabasi,1,0,500
2416,500,2467,0.5,0.6,14,285,False,ConstantRate,barabasi,1,0,500
2417,500,2474,0.5,0.6,14,293,False,ConstantRate,barabasi,1,0,500
2418,500,2474,0.5,0.6,15,308,False,ConstantRate,barabasi,1,0,500
2419,500,2475,0.5,0.6,15,308,False,ConstantRate,barabasi,1,0,500
2420,500,2472,0.5,0.6,15,289,False,ConstantRate,barabasi,1,0,500
2421,500,2475,0.5,0.6,16,288,False,ConstantRate,barabasi,1,0,500
2422,500,2466,0.5,0.6,14,305,False,ConstantRate,barabasi,1,0,500
2423,500,2481,0.5,0.6,15,283,False,ConstantRate,barabasi,1,0,500
2424,500,2470,0.5,0.6,16,299,False,ConstantRate,barabasi,1,0,500
2425,500,2472,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2426,500,2470,0.5,0.6,14,292,False,ConstantRate,barabasi,1,0,499
2427,500,2475,0.5,0.6,15,306,False,ConstantRate,barabasi,1,0,500
2428,500,2474,0.5,0.6,14,305,False,ConstantRate,barabasi,1,0,500
2429,500,2475,0.5,0.6,14,293,False,ConstantRate,barabasi,1,0,500
2430,500,2471,0.5,0.6,15,305,False,ConstantRate,barabasi,1,0,500
2431,500,2476,0.5,0.6,16,295,False,ConstantRate,barabasi,1,0,500
2432,500,2470,0.5,0.6,15,308,False,ConstantRate,barabasi,1,0,500
2433,500,2477,0.5,0.6,15,295,False,ConstantRate,barabasi,1,0,500
2434,500,2476,0.5,0.6,15,290,False,ConstantRate,barabasi,1,0,500
2435,500,2468,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2436,500,2472,0.5,0.6,14,310,False,ConstantRate,barabasi,1,0,500
2437,500,2479,0.5,0.6,15,311,False,ConstantRate,barabasi,1,0,500
2438,500,2474,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2439,500,2477,0.5,0.6,15,307,False,ConstantRate,barabasi,1,0,500
2440,500,2478,0.5,0.6,15,304,False,ConstantRate,barabasi,1,0,500
2441,500,2467,0.5,0.6,15,298,False,ConstantRate,barabasi,1,0,499
2442,500,2473,0.5,0.6,15,296,False,ConstantRate,barabasi,1,0,500
2443,500,2475,0.5,0.6,15,304,False,ConstantRate,barabasi,1,0,500
2444,500,2471,0.5,0.6,15,288,False,ConstantRate,barabasi,1,0,500
2445,500,2477,0.5,0.6,15,297,False,ConstantRate,barabasi,1,0,500
2446,500,2470,0.5,0.6,15,311,False,ConstantRate,barabasi,1,0,500
2447,500,2469,0.5,0.6,15,310,False,ConstantRate,barabasi,1,0,500
2448,500,2474,0.5,0.6,15,286,False,ConstantRate,barabasi,1,0,500
2449,500,2471,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,499
2450,500,2473,0.5,0.6,15,313,False,ConstantRate,barabasi,1,0,500
2451,500,2471,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2452,500,2470,0.5,0.6,15,321,False,ConstantRate,barabasi,1,0,500
2453,500,2479,0.5,0.6,14,282,False,ConstantRate,barabasi,1,0,500
2454,500,2477,0.5,0.6,15,304,False,ConstantRate,barabasi,1,0,500
2455,500,2469,0.5,0.6,15,299,False,ConstantRate,barabasi,1,0,500
2456,500,2467,0.5,0.6,14,315,False,ConstantRate,barabasi,1,0,499
2457,500,2472,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2458,500,2478,0.5,0.6,15,311,False,ConstantRate,barabasi,1,0,500
2459,500,2477,0.5,0.6,15,301,False,ConstantRate,barabasi,1,0,500
2460,500,2468,0.5,0.6,14,294,False,ConstantRate,barabasi,1,0,500
2461,500,2476,0.5,0.6,15,289,False,ConstantRate,barabasi,1,0,500
2462,500,2477,0.5,0.6,14,303,False,ConstantRate,barabasi,1,0,500
2463,500,2471,0.5,0.6,14,293,False,ConstantRate,barabasi,1,0,500
2464,500,2469,0.5,0.6,14,278,False,ConstantRate,barabasi,1,0,500
2465,500,2473,0.5,0.6,14,314,False,ConstantRate,barabasi,1,0,500
2466,500,2469,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2467,500,2472,0.5,0.6,14,297,False,ConstantRate,barabasi,1,0,500
2468,500,2472,0.5,0.6,15,300,False,ConstantRate,barabasi,1,0,500
2469,500,2474,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2470,500,2471,0.5,0.6,16,300,False,ConstantRate,barabasi,1,0,500
2471,500,2469,0.5,0.6,14,318,False,ConstantRate,barabasi,1,0,500
2472,500,2470,0.5,0.6,14,281,False,ConstantRate,barabasi,1,0,500
2473,500,2476,0.5,0.6,15,313,False,ConstantRate,barabasi,1,0,500
2474,500,2474,0.5,0.6,15,283,False,ConstantRate,barabasi,1,0,500
2475,500,2470,0.5,0.6,15,319,False,ConstantRate,barabasi,1,0,500
2476,500,2474,0.5,0.6,14,288,False,ConstantRate,barabasi,1,0,500
2477,500,2473,0.5,0.6,15,302,False,ConstantRate,barabasi,1,0,500
2478,500,2472,0.5,0.6,15,323,False,ConstantRate,barabasi,1,0,500
2479,500,2469,0.5,0.6,14,305,False,ConstantRate,barabasi,1,0,500
2480,500,2476,0.5,0.6,15,286,False,ConstantRate,barabasi,1,0,500
2481,500,2475,0.5,0.6,15,299,False,ConstantRate,barabasi,1,0,500
2482,500,2472,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2483,500,2471,0.5,0.6,14,286,False,ConstantRate,barabasi,1,0,500
2484,500,2475,0.5,0.6,14,310,False,ConstantRate,barabasi,1,0,500
2485,500,2473,0.5,0.6,16,305,False,ConstantRate,barabasi,1,0,500
2486,500,2477,0.5,0.6,14,314,False,ConstantRate,barabasi,1,0,500
2487,500,2471,0.5,0.6,16,301,False,ConstantRate,barabasi,1,0,500
2488,500,2470,0.5,0.6,15,305,False,ConstantRate,barabasi,1,0,500
2489,500,2474,0.5,0.6,15,296,False,ConstantRate,barabasi,1,0,500
2490,500,2476,0.5,0.6,15,276,False,ConstantRate,barabasi,1,0,500
2491,500,2472,0.5,0.6,14,312,False,ConstantRate,barabasi,1,0,500
2492,500,2468,0.5,0.6,16,309,False,ConstantRate,barabasi,1,0,500
2493,500,2473,0.5,0.6,14,315,False,ConstantRate,barabasi,1,0,500
2494,500,2469,0.5,0.6,15,304,False,ConstantRate,barabasi,1,0,500
2495,500,2476,0.5,0.6,15,326,False,ConstantRate,barabasi,1,0,500
2496,500,2475,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2497,500,2472,0.5,0.6,14,293,False,ConstantRate,barabasi,1,0,500
2498,500,2472,0.5,0.6,14,304,False,ConstantRate,barabasi,1,0,500
2499,500,2480,0.5,0.6,14,299,False,ConstantRate,barabasi,1,0,500
2500,500,2475,0.5,0.6,14,308,False,ConstantRate,barabasi,1,0,500
2501,500,2476,0.5,0.6,14,303,False,ConstantRate,barabasi,1,0,500
2502,500,2469,0.5,0.6,15,311,False,ConstantRate,barabasi,1,0,500
2503,500,2477,0.5,0.6,15,302,False,ConstantRate,barabasi,1,0,500
2504,500,2475,0.5,0.6,15,326,False,ConstantRate,barabasi,1,0,500
2505,500,2477,0.5,0.6,15,313,False,ConstantRate,barabasi,1,0,500
2506,500,2477,0.5,0.6,15,306,False,ConstantRate,barabasi,1,0,500
2507,500,2475,0.5,0.6,16,283,False,ConstantRate,barabasi,1,0,500
2508,500,2475,0.5,0.6,15,307,False,ConstantRate,barabasi,1,0,500
2509,500,2474,0.5,0.6,15,269,False,ConstantRate,barabasi,1,0,500
2510,500,2470,0.5,0.6,14,306,False,ConstantRate,barabasi,1,0,500
2511,500,2474,0.5,0.6,15,304,False,ConstantRate,barabasi,1,0,500
2512,500,2476,0.5,0.6,14,313,False,ConstantRate,barabasi,1,0,500
2513,500,2471,0.5,0.6,15,319,False,ConstantRate,barabasi,1,0,500
2514,500,2470,0.5,0.6,16,298,False,ConstantRate,barabasi,1,0,500
2515,500,2475,0.5,0.6,14,308,False,ConstantRate,barabasi,1,0,500
2516,500,2467,0.5,0.6,15,285,False,ConstantRate,barabasi,1,0,500
2517,500,2474,0.5,0.6,14,298,False,ConstantRate,barabasi,1,0,500
2518,500,2474,0.5,0.6,15,295,False,ConstantRate,barabasi,1,0,500
2519,500,2475,0.5,0.6,14,300,False,ConstantRate,barabasi,1,0,500
2520,500,2472,0.5,0.6,15,296,False,ConstantRate,barabasi,1,0,500
2521,500,2475,0.5,0.6,14,307,False,ConstantRate,barabasi,1,0,500
2522,500,2466,0.5,0.6,14,313,False,ConstantRate,barabasi,1,0,500
2523,500,2481,0.5,0.6,15,313,False,ConstantRate,barabasi,1,0,500
2524,500,2470,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2525,500,2472,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2526,500,2470,0.5,0.6,14,316,False,ConstantRate,barabasi,1,0,499
2527,500,2475,0.5,0.6,14,309,False,ConstantRate,barabasi,1,0,500
2528,500,2474,0.5,0.6,15,308,False,ConstantRate,barabasi,1,0,500
2529,500,2475,0.5,0.6,14,292,False,ConstantRate,barabasi,1,0,500
2530,500,2471,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2531,500,2476,0.5,0.6,15,296,False,ConstantRate,barabasi,1,0,500
2532,500,2470,0.5,0.6,16,296,False,ConstantRate,barabasi,1,0,500
2533,500,2477,0.5,0.6,14,304,False,ConstantRate,barabasi,1,0,500
2534,500,2476,0.5,0.6,14,296,False,ConstantRate,barabasi,1,0,500
2535,500,2468,0.5,0.6,14,298,False,ConstantRate,barabasi,1,0,500
2536,500,2472,0.5,0.6,16,288,False,ConstantRate,barabasi,1,0,500
2537,500,2479,0.5,0.6,14,299,False,ConstantRate,barabasi,1,0,500
2538,500,2474,0.5,0.6,15,318,False,ConstantRate,barabasi,1,0,500
2539,500,2477,0.5,0.6,15,315,False,ConstantRate,barabasi,1,0,500
2540,500,2478,0.5,0.6,15,308,False,ConstantRate,barabasi,1,0,500
2541,500,2467,0.5,0.6,14,325,False,ConstantRate,barabasi,1,0,499
2542,500,2473,0.5,0.6,15,301,False,ConstantRate,barabasi,1,0,500
2543,500,2475,0.5,0.6,15,300,False,ConstantRate,barabasi,1,0,500
2544,500,2471,0.5,0.6,14,301,False,ConstantRate,barabasi,1,0,500
2545,500,2477,0.5,0.6,15,302,False,ConstantRate,barabasi,1,0,500
2546,500,2470,0.5,0.6,16,309,False,ConstantRate,barabasi,1,0,500
2547,500,2469,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2548,500,2474,0.5,0.6,14,296,False,ConstantRate,barabasi,1,0,500
2549,500,2471,0.5,0.6,14,297,False,ConstantRate,barabasi,1,0,499
2550,500,2473,0.5,0.6,15,298,False,ConstantRate,barabasi,1,0,500
2551,500,2471,0.5,0.6,14,291,False,ConstantRate,barabasi,1,0,500
2552,500,2470,0.5,0.6,16,290,False,ConstantRate,barabasi,1,0,500
2553,500,2479,0.5,0.6,14,304,False,ConstantRate,barabasi,1,0,500
2554,500,2477,0.5,0.6,15,294,False,ConstantRate,barabasi,1,0,500
2555,500,2469,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2556,500,2467,0.5,0.6,15,306,False,ConstantRate,barabasi,1,0,499
2557,500,2472,0.5,0.6,14,293,False,ConstantRate,barabasi,1,0,500
2558,500,2478,0.5,0.6,15,305,False,ConstantRate,barabasi,1,0,500
2559,500,2477,0.5,0.6,14,296,False,ConstantRate,barabasi,1,0,500
2560,500,2468,0.5,0.6,16,260,False,ConstantRate,barabasi,1,0,500
2561,500,2476,0.5,0.6,14,313,False,ConstantRate,barabasi,1,0,500
2562,500,2477,0.5,0.6,15,280,False,ConstantRate,barabasi,1,0,500
2563,500,2471,0.5,0.6,14,287,False,ConstantRate,barabasi,1,0,500
2564,500,2469,0.5,0.6,15,303,False,ConstantRate,barabasi,1,0,500
2565,500,2473,0.5,0.6,15,298,False,ConstantRate,barabasi,1,0,500
2566,500,2469,0.5,0.6,15,302,False,ConstantRate,barabasi,1,0,500
2567,500,2472,0.5,0.6,14,272,False,ConstantRate,barabasi,1,0,500
2568,500,2472,0.5,0.6,15,282,False,ConstantRate,barabasi,1,0,500
2569,500,2474,0.5,0.6,14,295,False,ConstantRate,barabasi,1,0,500
2570,500,2471,0.5,0.6,15,323,False,ConstantRate,barabasi,1,0,500
2571,500,2469,0.5,0.6,14,307,False,ConstantRate,barabasi,1,0,500
2572,500,2470,0.5,0.6,15,293,False,ConstantRate,barabasi,1,0,500
2573,500,2476,0.5,0.6,15,307,False,ConstantRate,barabasi,1,0,500
2574,500,2474,0.5,0.6,14,291,False,ConstantRate,barabasi,1,0,500
2575,500,2470,0.5,0.6,14,310,False,ConstantRate,barabasi,1,0,500
2576,500,2474,0.5,0.6,15,307,False,ConstantRate,barabasi,1,0,500
2577,500,2473,0.5,0.6,15,300,False,ConstantRate,barabasi,1,0,500
2578,500,2472,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2579,500,2469,0.5,0.6,15,312,False,ConstantRate,barabasi,1,0,500
2580,500,2476,0.5,0.6,16,306,False,ConstantRate,barabasi,1,0,500
2581,500,2475,0.5,0.6,14,299,False,ConstantRate,barabasi,1,0,500
2582,500,2472,0.5,0.6,16,288,False,ConstantRate,barabasi,1,0,500
2583,500,2471,0.5,0.6,14,313,False,ConstantRate,barabasi,1,0,500
2584,500,2475,0.5,0.6,15,293,False,ConstantRate,barabasi,1,0,500
2585,500,2473,0.5,0.6,15,322,False,ConstantRate,barabasi,1,0,500
2586,500,2477,0.5,0.6,14,305,False,ConstantRate,barabasi,1,0,500
2587,500,2471,0.5,0.6,15,293,False,ConstantRate,barabasi,1,0,500
2588,500,2470,0.5,0.6,14,302,False,ConstantRate,barabasi,1,0,500
2589,500,2474,0.5,0.6,15,300,False,ConstantRate,barabasi,1,0,500
2590,500,2476,0.5,0.6,14,283,False,ConstantRate,barabasi,1,0,500
2591,500,2472,0.5,0.6,15,323,False,ConstantRate,barabasi,1,0,500
2592,500,2468,0.5,0.6,15,319,False,ConstantRate,barabasi,1,0,500
2593,500,2473,0.5,0.6,14,285,False,ConstantRate,barabasi,1,0,500
2594,500,2469,0.5,0.6,14,298,False,ConstantRate,barabasi,1,0,500
2595,500,2476,0.5,0.6,14,304,False,ConstantRate,barabasi,1,0,500
2596,500,2475,0.5,0.6,14,308,False,ConstantRate,barabasi,1,0,500
2597,500,2472,0.5,0.6,15,309,False,ConstantRate,barabasi,1,0,500
2598,500,2472,0.5,0.6,14,306,False,ConstantRate,barabasi,1,0,500
2599,500,2480,0.5,0.6,15,299,False,ConstantRate,barabasi,1,0,500
5800,500,2475,0.5,0.6,16,317,False,ConstantRate,random,1,0,500
5801,500,2476,0.5,0.6,15,288,False,ConstantRate,random,1,0,500
5802,500,2469,0.5,0.6,15,296,False,ConstantRate,random,1,0,500
5803,500,2477,0.5,0.6,16,299,False,ConstantRate,random,1,0,500
5804,500,2475,0.5,0.6,18,284,False,ConstantRate,random,1,0,500
5805,500,2477,0.5,0.6,15,306,False,ConstantRate,random,1,0,500
5806,500,2477,0.5,0.6,15,316,False,ConstantRate,random,1,0,500
5807,500,2475,0.5,0.6,14,301,False,ConstantRate,random,1,0,500
5808,500,2475,0.5,0.6,16,295,False,ConstantRate,random,1,0,500
5809,500,2474,0.5,0.6,15,313,False,ConstantRate,random,1,0,500
5810,500,2470,0.5,0.6,15,288,False,ConstantRate,random,1,0,500
5811,500,2474,0.5,0.6,15,295,False,ConstantRate,random,1,0,500
5812,500,2476,0.5,0.6,15,314,False,ConstantRate,random,1,0,500
5813,500,2471,0.5,0.6,15,293,False,ConstantRate,random,1,0,500
5814,500,2470,0.5,0.6,15,307,False,ConstantRate,random,1,0,500
5815,500,2475,0.5,0.6,15,301,False,ConstantRate,random,1,0,500
5816,500,2467,0.5,0.6,15,307,False,ConstantRate,random,1,0,500
5817,500,2474,0.5,0.6,16,299,False,ConstantRate,random,1,0,500
5818,500,2474,0.5,0.6,15,315,False,ConstantRate,random,1,0,500
5819,500,2475,0.5,0.6,15,302,False,ConstantRate,random,1,0,500
5820,500,2472,0.5,0.6,14,305,False,ConstantRate,random,1,0,500
5821,500,2475,0.5,0.6,16,292,False,ConstantRate,random,1,0,500
5822,500,2466,0.5,0.6,15,317,False,ConstantRate,random,1,0,500
5823,500,2481,0.5,0.6,15,294,False,ConstantRate,random,1,0,500
