,n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
3000,2000,9975,0.5,0.6,16,1224,False,ConstantRate,barabasi,1,0,2000
3001,2000,9976,0.5,0.6,15,1194,False,ConstantRate,barabasi,1,0,2000
3002,2000,9969,0.5,0.6,16,1202,False,ConstantRate,barabasi,1,0,2000
3003,2000,9977,0.5,0.6,15,1226,False,ConstantRate,barabasi,1,0,2000
3004,2000,9975,0.5,0.6,16,1208,False,ConstantRate,barabasi,1,0,2000
3005,2000,9977,0.5,0.6,16,1185,False,ConstantRate,barabasi,1,0,2000
3006,2000,9977,0.5,0.6,16,1228,False,ConstantRate,barabasi,1,0,2000
3007,2000,9975,0.5,0.6,16,1179,False,ConstantRate,barabasi,1,0,2000
3008,2000,9975,0.5,0.6,15,1196,False,ConstantRate,barabasi,1,0,2000
3009,2000,9974,0.5,0.6,15,1255,False,ConstantRate,barabasi,1,0,2000
3010,2000,9970,0.5,0.6,16,1191,False,ConstantRate,barabasi,1,0,2000
3011,2000,9974,0.5,0.6,16,1182,False,ConstantRate,barabasi,1,0,2000
3012,2000,9976,0.5,0.6,14,1183,False,ConstantRate,barabasi,1,0,2000
3013,2000,9971,0.5,0.6,15,1202,False,ConstantRate,barabasi,1,0,2000
3014,2000,9970,0.5,0.6,15,1220,False,ConstantRate,barabasi,1,0,2000
3015,2000,9975,0.5,0.6,15,1213,False,ConstantRate,barabasi,1,0,2000
3016,2000,9967,0.5,0.6,16,1212,False,ConstantRate,barabasi,1,0,2000
3017,2000,9974,0.5,0.6,15,1182,False,ConstantRate,barabasi,1,0,2000
3018,2000,9974,0.5,0.6,16,1178,False,ConstantRate,barabasi,1,0,2000
3019,2000,9975,0.5,0.6,16,1194,False,ConstantRate,barabasi,1,0,2000
3020,2000,9972,0.5,0.6,16,1213,False,ConstantRate,barabasi,1,0,2000
3021,2000,9975,0.5,0.6,16,1216,False,ConstantRate,barabasi,1,0,2000
3022,2000,9966,0.5,0.6,15,1210,False,ConstantRate,barabasi,1,0,2000
3023,2000,9981,0.5,0.6,16,1259,False,ConstantRate,barabasi,1,0,2000
3024,2000,9970,0.5,0.6,15,1207,False,ConstantRate,barabasi,1,0,2000
3025,2000,9972,0.5,0.6,16,1197,False,ConstantRate,barabasi,1,0,2000
3026,2000,9970,0.5,0.6,16,1191,False,ConstantRate,barabasi,1,0,1999
3027,2000,9975,0.5,0.6,17,1243,False,ConstantRate,barabasi,1,0,2000
3028,2000,9974,0.5,0.6,16,1231,False,ConstantRate,barabasi,1,0,2000
3029,2000,9975,0.5,0.6,15,1173,False,ConstantRate,barabasi,1,0,2000
3030,2000,9971,0.5,0.6,16,1195,False,ConstantRate,barabasi,1,0,2000
3031,2000,9976,0.5,0.6,16,1166,False,ConstantRate,barabasi,1,0,2000
3032,2000,9970,0.5,0.6,15,1220,False,ConstantRate,barabasi,1,0,2000
3033,2000,9977,0.5,0.6,15,1232,False,ConstantRate,barabasi,1,0,2000
3034,2000,9976,0.5,0.6,15,1252,False,ConstantRate,barabasi,1,0,2000
3035,2000,9968,0.5,0.6,15,1187,False,ConstantRate,barabasi,1,0,2000
3036,2000,9972,0.5,0.6,15,1222,False,ConstantRate,barabasi,1,0,2000
3037,2000,9979,0.5,0.6,15,1234,False,ConstantRate,barabasi,1,0,2000
