,n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
1200,150,725,0.5,0.6,14,87,False,ConstantRate,barabasi,1,0,150
1201,150,726,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,150
1202,150,719,0.5,0.6,13,89,False,ConstantRate,barabasi,1,0,150
1203,150,727,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
1204,150,725,0.5,0.6,14,95,False,ConstantRate,barabasi,1,0,150
1205,150,727,0.5,0.6,14,81,False,ConstantRate,barabasi,1,0,150
1206,150,727,0.5,0.6,13,89,False,ConstantRate,barabasi,1,0,150
1207,150,725,0.5,0.6,15,94,False,ConstantRate,barabasi,1,0,150
1208,150,725,0.5,0.6,15,77,False,ConstantRate,barabasi,1,0,150
1209,150,724,0.5,0.6,14,82,False,ConstantRate,barabasi,1,0,150
1210,150,720,0.5,0.6,15,89,False,ConstantRate,barabasi,1,0,150
1211,150,724,0.5,0.6,13,89,False,ConstantRate,barabasi,1,0,150
1212,150,726,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,150
1213,150,721,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
1214,150,720,0.5,0.6,14,93,False,ConstantRate,barabasi,1,0,150
1215,150,725,0.5,0.6,14,96,False,ConstantRate,barabasi,1,0,150
1216,150,717,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
1217,150,724,0.5,0.6,14,91,False,ConstantRate,barabasi,1,0,150
1218,150,724,0.5,0.6,13,94,False,ConstantRate,barabasi,1,0,150
1219,150,725,0.5,0.6,13,81,False,ConstantRate,barabasi,1,0,150
1220,150,722,0.5,0.6,13,85,False,ConstantRate,barabasi,1,0,150
1221,150,725,0.5,0.6,14,87,False,ConstantRate,barabasi,1,0,150
1222,150,716,0.5,0.6,15,94,False,ConstantRate,barabasi,1,0,150
1223,150,731,0.5,0.6,13,97,False,ConstantRate,barabasi,1,0,150
1224,150,720,0.5,0.6,14,84,False,ConstantRate,barabasi,1,0,150
1225,150,722,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
1226,150,720,0.5,0.6,14,77,False,ConstantRate,barabasi,1,0,149
1227,150,725,0.5,0.6,13,89,False,ConstantRate,barabasi,1,0,150
1228,150,724,0.5,0.6,17,90,False,ConstantRate,barabasi,1,0,150
1229,150,725,0.5,0.6,15,90,False,ConstantRate,barabasi,1,0,150
1230,150,721,0.5,0.6,14,84,False,ConstantRate,barabasi,1,0,150
1231,150,726,0.5,0.6,14,82,False,ConstantRate,barabasi,1,0,150
1232,150,720,0.5,0.6,14,93,False,ConstantRate,barabasi,1,0,150
1233,150,727,0.5,0.6,14,86,False,ConstantRate,barabasi,1,0,150
1234,150,726,0.5,0.6,14,93,False,ConstantRate,barabasi,1,0,150
1235,150,718,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
1236,150,722,0.5,0.6,14,100,False,ConstantRate,barabasi,1,0,150
1237,150,729,0.5,0.6,15,80,False,ConstantRate,barabasi,1,0,150
1238,150,724,0.5,0.6,13,97,False,ConstantRate,barabasi,1,0,150
1239,150,727,0.5,0.6,14,97,False,ConstantRate,barabasi,1,0,150
1240,150,728,0.5,0.6,14,91,False,ConstantRate,barabasi,1,0,150
1241,150,717,0.5,0.6,14,83,False,ConstantRate,barabasi,1,0,149
1242,150,723,0.5,0.6,13,79,False,ConstantRate,barabasi,1,0,150
1243,150,725,0.5,0.6,14,99,False,ConstantRate,barabasi,1,0,150
1244,150,721,0.5,0.6,14,90,False,ConstantRate,barabasi,1,0,150
1245,150,727,0.5,0.6,14,73,False,ConstantRate,barabasi,1,0,150
1246,150,720,0.5,0.6,14,82,False,ConstantRate,barabasi,1,0,150
1247,150,719,0.5,0.6,14,80,False,ConstantRate,barabasi,1,0,150
1248,150,724,0.5,0.6,13,93,False,ConstantRate,barabasi,1,0,150
1249,150,721,0.5,0.6,14,88,False,ConstantRate,barabasi,1,0,149
1250,150,723,0.5,0.6,13,91,False,ConstantRate,barabasi,1,0,150
1251,150,721,0.5,0.6,15,89,False,ConstantRate,barabasi,1,0,150
1252,150,720,0.5,0.6,14,88,False,ConstantRate,barabasi,1,0,150
1253,150,729,0.5,0.6,14,79,False,ConstantRate,barabasi,1,0,150
1254,150,727,0.5,0.6,14,81,False,ConstantRate,barabasi,1,0,150
1255,150,719,0.5,0.6,13,96,False,ConstantRate,barabasi,1,0,150
1256,150,717,0.5,0.6,13,78,False,ConstantRate,barabasi,1,0,149
1257,150,722,0.5,0.6,14,89,False,ConstantRate,barabasi,1,0,150
1258,150,728,0.5,0.6,13,91,False,ConstantRate,barabasi,1,0,150
1259,150,727,0.5,0.6,14,92,False,ConstantRate,barabasi,1,0,150
1260,150,718,0.5,0.6,14,95,False,ConstantRate,barabasi,1,0,150
1261,150,726,0.5,0.6,14,87,False,ConstantRate,barabasi,1,0,150
1262,150,727,0.5,0.6,15,90,False,ConstantRate,barabasi,1,0,150
1263,150,721,0.5,0.6,14,91,False,ConstantRate,barabasi,1,0,150
1264,150,719,0.5,0.6,14,77,False,ConstantRate,barabasi,1,0,150
1265,150,723,0.5,0.6,14,97,False,ConstantRate,barabasi,1,0,150
1266,150,719,0.5,0.6,14,93,False,ConstantRate,barabasi,1,0,150
