,n,e,P_i,P_r,Days_Taken,survivors,Everyone_Dead,Infection_Type,Graph_Type,intital_number_of_infected,intital_number_of_immune,Successful_infections
2291,400,1972,0.5,0.6,16,253,False,ConstantRate,barabasi,1,0,400
2292,400,1968,0.5,0.6,15,243,False,ConstantRate,barabasi,1,0,400
2293,400,1973,0.5,0.6,14,230,False,ConstantRate,barabasi,1,0,400
2294,400,1969,0.5,0.6,15,251,False,ConstantRate,barabasi,1,0,400
2295,400,1976,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2296,400,1975,0.5,0.6,15,236,False,ConstantRate,barabasi,1,0,400
2297,400,1972,0.5,0.6,15,248,False,ConstantRate,barabasi,1,0,400
2298,400,1972,0.5,0.6,14,236,False,ConstantRate,barabasi,1,0,400
2299,400,1980,0.5,0.6,15,230,False,ConstantRate,barabasi,1,0,400
2300,400,1975,0.5,0.6,14,261,False,ConstantRate,barabasi,1,0,400
2301,400,1976,0.5,0.6,15,217,False,ConstantRate,barabasi,1,0,400
2302,400,1969,0.5,0.6,15,235,False,ConstantRate,barabasi,1,0,400
2303,400,1977,0.5,0.6,14,235,False,ConstantRate,barabasi,1,0,400
2304,400,1975,0.5,0.6,15,231,False,ConstantRate,barabasi,1,0,400
2305,400,1977,0.5,0.6,16,249,False,ConstantRate,barabasi,1,0,400
2306,400,1977,0.5,0.6,14,247,False,ConstantRate,barabasi,1,0,400
2307,400,1975,0.5,0.6,15,251,False,ConstantRate,barabasi,1,0,400
2308,400,1975,0.5,0.6,16,242,False,ConstantRate,barabasi,1,0,400
2309,400,1974,0.5,0.6,15,234,False,ConstantRate,barabasi,1,0,400
2310,400,1970,0.5,0.6,15,238,False,ConstantRate,barabasi,1,0,400
2311,400,1974,0.5,0.6,15,221,False,ConstantRate,barabasi,1,0,400
2312,400,1976,0.5,0.6,14,252,False,ConstantRate,barabasi,1,0,400
2313,400,1971,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2314,400,1970,0.5,0.6,15,231,False,ConstantRate,barabasi,1,0,400
2315,400,1975,0.5,0.6,14,243,False,ConstantRate,barabasi,1,0,400
2316,400,1967,0.5,0.6,15,242,False,ConstantRate,barabasi,1,0,400
2317,400,1974,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2318,400,1974,0.5,0.6,14,241,False,ConstantRate,barabasi,1,0,400
2319,400,1975,0.5,0.6,15,235,False,ConstantRate,barabasi,1,0,400
2320,400,1972,0.5,0.6,14,247,False,ConstantRate,barabasi,1,0,400
2321,400,1975,0.5,0.6,15,238,False,ConstantRate,barabasi,1,0,400
2322,400,1966,0.5,0.6,15,228,False,ConstantRate,barabasi,1,0,400
2323,400,1981,0.5,0.6,15,233,False,ConstantRate,barabasi,1,0,400
2324,400,1970,0.5,0.6,15,231,False,ConstantRate,barabasi,1,0,400
2325,400,1972,0.5,0.6,14,242,False,ConstantRate,barabasi,1,0,400
2326,400,1970,0.5,0.6,14,270,False,ConstantRate,barabasi,1,0,399
2327,400,1975,0.5,0.6,14,241,False,ConstantRate,barabasi,1,0,400
2328,400,1974,0.5,0.6,15,239,False,ConstantRate,barabasi,1,0,400
2329,400,1975,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2330,400,1971,0.5,0.6,15,223,False,ConstantRate,barabasi,1,0,400
2331,400,1976,0.5,0.6,15,257,False,ConstantRate,barabasi,1,0,400
2332,400,1970,0.5,0.6,14,258,False,ConstantRate,barabasi,1,0,400
2333,400,1977,0.5,0.6,13,224,False,ConstantRate,barabasi,1,0,400
2334,400,1976,0.5,0.6,15,232,False,ConstantRate,barabasi,1,0,400
2335,400,1968,0.5,0.6,15,235,False,ConstantRate,barabasi,1,0,400
2336,400,1972,0.5,0.6,15,230,False,ConstantRate,barabasi,1,0,400
2337,400,1979,0.5,0.6,14,244,False,ConstantRate,barabasi,1,0,400
2338,400,1974,0.5,0.6,14,250,False,ConstantRate,barabasi,1,0,400
2339,400,1977,0.5,0.6,14,250,False,ConstantRate,barabasi,1,0,400
2340,400,1978,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2341,400,1967,0.5,0.6,14,242,False,ConstantRate,barabasi,1,0,399
2342,400,1973,0.5,0.6,15,235,False,ConstantRate,barabasi,1,0,400
2343,400,1975,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2344,400,1971,0.5,0.6,15,248,False,ConstantRate,barabasi,1,0,400
2345,400,1977,0.5,0.6,14,231,False,ConstantRate,barabasi,1,0,400
2346,400,1970,0.5,0.6,15,243,False,ConstantRate,barabasi,1,0,400
2347,400,1969,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2348,400,1974,0.5,0.6,15,255,False,ConstantRate,barabasi,1,0,400
2349,400,1971,0.5,0.6,15,240,False,ConstantRate,barabasi,1,0,399
2350,400,1973,0.5,0.6,14,240,False,ConstantRate,barabasi,1,0,400
2351,400,1971,0.5,0.6,14,236,False,ConstantRate,barabasi,1,0,400
2352,400,1970,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2353,400,1979,0.5,0.6,15,225,False,ConstantRate,barabasi,1,0,400
2354,400,1977,0.5,0.6,15,233,False,ConstantRate,barabasi,1,0,400
2355,400,1969,0.5,0.6,14,247,False,ConstantRate,barabasi,1,0,400
2356,400,1967,0.5,0.6,14,244,False,ConstantRate,barabasi,1,0,399
2357,400,1972,0.5,0.6,16,242,False,ConstantRate,barabasi,1,0,400
2358,400,1978,0.5,0.6,14,244,False,ConstantRate,barabasi,1,0,400
2359,400,1977,0.5,0.6,16,229,False,ConstantRate,barabasi,1,0,400
2360,400,1968,0.5,0.6,16,245,False,ConstantRate,barabasi,1,0,400
2361,400,1976,0.5,0.6,15,241,False,ConstantRate,barabasi,1,0,400
2362,400,1977,0.5,0.6,14,226,False,ConstantRate,barabasi,1,0,400
2363,400,1971,0.5,0.6,14,255,False,ConstantRate,barabasi,1,0,400
2364,400,1969,0.5,0.6,16,242,False,ConstantRate,barabasi,1,0,400
2365,400,1973,0.5,0.6,14,245,False,ConstantRate,barabasi,1,0,400
2366,400,1969,0.5,0.6,14,256,False,ConstantRate,barabasi,1,0,400
2367,400,1972,0.5,0.6,16,240,False,ConstantRate,barabasi,1,0,400
2368,400,1972,0.5,0.6,14,231,False,ConstantRate,barabasi,1,0,400
2369,400,1974,0.5,0.6,14,241,False,ConstantRate,barabasi,1,0,400
2370,400,1971,0.5,0.6,15,249,False,ConstantRate,barabasi,1,0,400
2371,400,1969,0.5,0.6,16,251,False,ConstantRate,barabasi,1,0,400
2372,400,1970,0.5,0.6,14,232,False,ConstantRate,barabasi,1,0,400
2373,400,1976,0.5,0.6,13,245,False,ConstantRate,barabasi,1,0,400
2374,400,1974,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2375,400,1970,0.5,0.6,14,244,False,ConstantRate,barabasi,1,0,400
2376,400,1974,0.5,0.6,14,238,False,ConstantRate,barabasi,1,0,400
2377,400,1973,0.5,0.6,13,230,False,ConstantRate,barabasi,1,0,400
2378,400,1972,0.5,0.6,16,242,False,ConstantRate,barabasi,1,0,400
2379,400,1969,0.5,0.6,14,261,False,ConstantRate,barabasi,1,0,400
2380,400,1976,0.5,0.6,14,249,False,ConstantRate,barabasi,1,0,400
2381,400,1975,0.5,0.6,14,266,False,ConstantRate,barabasi,1,0,400
2382,400,1972,0.5,0.6,14,238,False,ConstantRate,barabasi,1,0,400
2383,400,1971,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2384,400,1975,0.5,0.6,14,234,False,ConstantRate,barabasi,1,0,400
2385,400,1973,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2386,400,1977,0.5,0.6,14,241,False,ConstantRate,barabasi,1,0,400
2387,400,1971,0.5,0.6,15,247,False,ConstantRate,barabasi,1,0,400
2388,400,1970,0.5,0.6,14,246,False,ConstantRate,barabasi,1,0,400
2389,400,1974,0.5,0.6,15,240,False,ConstantRate,barabasi,1,0,400
2390,400,1976,0.5,0.6,14,255,False,ConstantRate,barabasi,1,0,400
2391,400,1972,0.5,0.6,14,248,False,ConstantRate,barabasi,1,0,400
2392,400,1968,0.5,0.6,14,217,False,ConstantRate,barabasi,1,0,400
2393,400,1973,0.5,0.6,14,235,False,ConstantRate,barabasi,1,0,400
2394,400,1969,0.5,0.6,15,235,False,ConstantRate,barabasi,1,0,400
2395,400,1976,0.5,0.6,15,246,False,ConstantRate,barabasi,1,0,400
2396,400,1975,0.5,0.6,14,234,False,ConstantRate,barabasi,1,0,400
2397,400,1972,0.5,0.6,14,231,False,ConstantRate,barabasi,1,0,400
2398,400,1972,0.5,0.6,14,231,False,ConstantRate,barabasi,1,0,400
2399,400,1980,0.5,0.6,15,248,False,ConstantRate,barabasi,1,0,400
5600,400,1975,0.5,0.6,15,242,False,ConstantRate,random,1,0,400
5601,400,1976,0.5,0.6,15,227,False,ConstantRate,random,1,0,400
5602,400,1969,0.5,0.6,16,260,False,ConstantRate,random,1,0,400
5603,400,1977,0.5,0.6,14,228,False,ConstantRate,random,1,0,400
5604,400,1975,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5605,400,1977,0.5,0.6,15,225,False,ConstantRate,random,1,0,400
5606,400,1977,0.5,0.6,15,253,False,ConstantRate,random,1,0,400
5607,400,1975,0.5,0.6,17,250,False,ConstantRate,random,1,0,400
5608,400,1975,0.5,0.6,15,232,False,ConstantRate,random,1,0,400
5609,400,1974,0.5,0.6,15,238,False,ConstantRate,random,1,0,400
5610,400,1970,0.5,0.6,15,237,False,ConstantRate,random,1,0,400
5611,400,1974,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5612,400,1976,0.5,0.6,15,249,False,ConstantRate,random,1,0,400
5613,400,1971,0.5,0.6,14,241,False,ConstantRate,random,1,0,400
5614,400,1970,0.5,0.6,15,245,False,ConstantRate,random,1,0,400
5615,400,1975,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5616,400,1967,0.5,0.6,16,246,False,ConstantRate,random,1,0,400
5617,400,1974,0.5,0.6,15,241,False,ConstantRate,random,1,0,400
5618,400,1974,0.5,0.6,15,229,False,ConstantRate,random,1,0,400
5619,400,1975,0.5,0.6,17,246,False,ConstantRate,random,1,0,400
5620,400,1972,0.5,0.6,15,226,False,ConstantRate,random,1,0,400
5621,400,1975,0.5,0.6,16,245,False,ConstantRate,random,1,0,400
5622,400,1966,0.5,0.6,16,229,False,ConstantRate,random,1,0,400
5623,400,1981,0.5,0.6,16,237,False,ConstantRate,random,1,0,400
5624,400,1970,0.5,0.6,15,250,False,ConstantRate,random,1,0,400
5625,400,1972,0.5,0.6,15,238,False,ConstantRate,random,1,0,400
5626,400,1970,0.5,0.6,14,242,False,ConstantRate,random,1,0,400
5627,400,1975,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5628,400,1974,0.5,0.6,16,240,False,ConstantRate,random,1,0,400
5629,400,1975,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5630,400,1971,0.5,0.6,16,236,False,ConstantRate,random,1,0,400
5631,400,1976,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5632,400,1970,0.5,0.6,16,220,False,ConstantRate,random,1,0,400
5633,400,1977,0.5,0.6,16,244,False,ConstantRate,random,1,0,400
5634,400,1976,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5635,400,1968,0.5,0.6,15,236,False,ConstantRate,random,1,0,400
5636,400,1972,0.5,0.6,17,242,False,ConstantRate,random,1,0,400
5637,400,1979,0.5,0.6,15,231,False,ConstantRate,random,1,0,400
5638,400,1974,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5639,400,1977,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5640,400,1978,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5641,400,1967,0.5,0.6,14,250,False,ConstantRate,random,1,0,400
5642,400,1973,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5643,400,1975,0.5,0.6,15,258,False,ConstantRate,random,1,0,400
5644,400,1971,0.5,0.6,15,241,False,ConstantRate,random,1,0,400
5645,400,1977,0.5,0.6,15,254,False,ConstantRate,random,1,0,400
5646,400,1970,0.5,0.6,14,247,False,ConstantRate,random,1,0,400
5647,400,1969,0.5,0.6,16,255,False,ConstantRate,random,1,0,400
5648,400,1974,0.5,0.6,14,243,False,ConstantRate,random,1,0,400
5649,400,1971,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5650,400,1973,0.5,0.6,15,248,False,ConstantRate,random,1,0,400
5651,400,1971,0.5,0.6,15,227,False,ConstantRate,random,1,0,400
5652,400,1970,0.5,0.6,15,249,False,ConstantRate,random,1,0,400
5653,400,1979,0.5,0.6,16,230,False,ConstantRate,random,1,0,400
5654,400,1977,0.5,0.6,15,236,False,ConstantRate,random,1,0,400
5655,400,1969,0.5,0.6,16,239,False,ConstantRate,random,1,0,400
5656,400,1967,0.5,0.6,15,246,False,ConstantRate,random,1,0,400
5657,400,1972,0.5,0.6,16,246,False,ConstantRate,random,1,0,400
5658,400,1978,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5659,400,1977,0.5,0.6,15,245,False,ConstantRate,random,1,0,400
5660,400,1968,0.5,0.6,15,213,False,ConstantRate,random,1,0,400
5661,400,1976,0.5,0.6,14,240,False,ConstantRate,random,1,0,400
5662,400,1977,0.5,0.6,15,239,False,ConstantRate,random,1,0,400
5663,400,1971,0.5,0.6,16,225,False,ConstantRate,random,1,0,400
5664,400,1969,0.5,0.6,15,207,False,ConstantRate,random,1,0,400
5665,400,1973,0.5,0.6,15,232,False,ConstantRate,random,1,0,400
5666,400,1969,0.5,0.6,15,249,False,ConstantRate,random,1,0,400
5667,400,1972,0.5,0.6,16,260,False,ConstantRate,random,1,0,400
5668,400,1972,0.5,0.6,14,248,False,ConstantRate,random,1,0,400
5669,400,1974,0.5,0.6,17,235,False,ConstantRate,random,1,0,400
5670,400,1971,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5671,400,1969,0.5,0.6,16,242,False,ConstantRate,random,1,0,400
5672,400,1970,0.5,0.6,19,250,False,ConstantRate,random,1,0,400
5673,400,1976,0.5,0.6,15,234,False,ConstantRate,random,1,0,400
5674,400,1974,0.5,0.6,15,244,False,ConstantRate,random,1,0,400
5675,400,1970,0.5,0.6,15,245,False,ConstantRate,random,1,0,400
5676,400,1974,0.5,0.6,16,242,False,ConstantRate,random,1,0,400
5677,400,1973,0.5,0.6,16,241,False,ConstantRate,random,1,0,400
5678,400,1972,0.5,0.6,15,245,False,ConstantRate,random,1,0,400
5679,400,1969,0.5,0.6,14,242,False,ConstantRate,random,1,0,400
5680,400,1976,0.5,0.6,15,248,False,ConstantRate,random,1,0,400
5681,400,1975,0.5,0.6,16,231,False,ConstantRate,random,1,0,400
5682,400,1972,0.5,0.6,15,239,False,ConstantRate,random,1,0,400
5683,400,1971,0.5,0.6,15,232,False,ConstantRate,random,1,0,400
5684,400,1975,0.5,0.6,15,239,False,ConstantRate,random,1,0,400
5685,400,1973,0.5,0.6,15,237,False,ConstantRate,random,1,0,400
5686,400,1977,0.5,0.6,15,227,False,ConstantRate,random,1,0,400
5687,400,1971,0.5,0.6,16,246,False,ConstantRate,random,1,0,400
5688,400,1970,0.5,0.6,17,243,False,ConstantRate,random,1,0,400
5689,400,1974,0.5,0.6,16,246,False,ConstantRate,random,1,0,400
5690,400,1976,0.5,0.6,16,227,False,ConstantRate,random,1,0,400
5691,400,1972,0.5,0.6,14,247,False,ConstantRate,random,1,0,400
5692,400,1968,0.5,0.6,15,237,False,ConstantRate,random,1,0,400
5693,400,1973,0.5,0.6,18,241,False,ConstantRate,random,1,0,400
5694,400,1969,0.5,0.6,15,246,False,ConstantRate,random,1,0,400
5695,400,1976,0.5,0.6,16,234,False,ConstantRate,random,1,0,400
5696,400,1975,0.5,0.6,16,240,False,ConstantRate,random,1,0,400
5697,400,1972,0.5,0.6,15,247,False,ConstantRate,random,1,0,400
5698,400,1972,0.5,0.6,14,239,False,ConstantRate,random,1,0,400
5699,400,1980,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5700,400,1975,0.5,0.6,14,240,False,ConstantRate,random,1,0,400
5701,400,1976,0.5,0.6,15,234,False,ConstantRate,random,1,0,400
5702,400,1969,0.5,0.6,15,246,False,ConstantRate,random,1,0,400
5703,400,1977,0.5,0.6,14,229,False,ConstantRate,random,1,0,400
5704,400,1975,0.5,0.6,14,239,False,ConstantRate,random,1,0,400
5705,400,1977,0.5,0.6,15,252,False,ConstantRate,random,1,0,400
5706,400,1977,0.5,0.6,15,251,False,ConstantRate,random,1,0,400
5707,400,1975,0.5,0.6,15,238,False,ConstantRate,random,1,0,400
5708,400,1975,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5709,400,1974,0.5,0.6,16,228,False,ConstantRate,random,1,0,400
5710,400,1970,0.5,0.6,16,235,False,ConstantRate,random,1,0,400
5711,400,1974,0.5,0.6,15,261,False,ConstantRate,random,1,0,400
5712,400,1976,0.5,0.6,15,248,False,ConstantRate,random,1,0,400
5713,400,1971,0.5,0.6,15,254,False,ConstantRate,random,1,0,400
5714,400,1970,0.5,0.6,15,235,False,ConstantRate,random,1,0,400
5715,400,1975,0.5,0.6,14,229,False,ConstantRate,random,1,0,400
5716,400,1967,0.5,0.6,16,238,False,ConstantRate,random,1,0,400
5717,400,1974,0.5,0.6,15,233,False,ConstantRate,random,1,0,400
5718,400,1974,0.5,0.6,14,223,False,ConstantRate,random,1,0,400
5719,400,1975,0.5,0.6,15,244,False,ConstantRate,random,1,0,400
5720,400,1972,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5721,400,1975,0.5,0.6,15,229,False,ConstantRate,random,1,0,400
5722,400,1966,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5723,400,1981,0.5,0.6,18,231,False,ConstantRate,random,1,0,400
5724,400,1970,0.5,0.6,15,255,False,ConstantRate,random,1,0,400
5725,400,1972,0.5,0.6,15,238,False,ConstantRate,random,1,0,400
5726,400,1970,0.5,0.6,15,225,False,ConstantRate,random,1,0,400
5727,400,1975,0.5,0.6,15,234,False,ConstantRate,random,1,0,400
5728,400,1974,0.5,0.6,17,243,False,ConstantRate,random,1,0,400
5729,400,1975,0.5,0.6,15,251,False,ConstantRate,random,1,0,400
5730,400,1971,0.5,0.6,15,264,False,ConstantRate,random,1,0,400
5731,400,1976,0.5,0.6,14,253,False,ConstantRate,random,1,0,400
5732,400,1970,0.5,0.6,15,232,False,ConstantRate,random,1,0,400
5733,400,1977,0.5,0.6,15,234,False,ConstantRate,random,1,0,400
5734,400,1976,0.5,0.6,17,271,False,ConstantRate,random,1,0,400
5735,400,1968,0.5,0.6,16,238,False,ConstantRate,random,1,0,400
5736,400,1972,0.5,0.6,15,243,False,ConstantRate,random,1,0,400
5737,400,1979,0.5,0.6,15,240,False,ConstantRate,random,1,0,400
5738,400,1974,0.5,0.6,15,246,False,ConstantRate,random,1,0,400
5739,400,1977,0.5,0.6,15,230,False,ConstantRate,random,1,0,400
5740,400,1978,0.5,0.6,16,243,False,ConstantRate,random,1,0,400
5741,400,1967,0.5,0.6,14,242,False,ConstantRate,random,1,0,400
5742,400,1973,0.5,0.6,15,256,False,ConstantRate,random,1,0,400
5743,400,1975,0.5,0.6,15,231,False,ConstantRate,random,1,0,400
5744,400,1971,0.5,0.6,15,242,False,ConstantRate,random,1,0,400
5745,400,1977,0.5,0.6,16,248,False,ConstantRate,random,1,0,400
5746,400,1970,0.5,0.6,15,230,False,ConstantRate,random,1,0,400
5747,400,1969,0.5,0.6,14,233,False,ConstantRate,random,1,0,400
5748,400,1974,0.5,0.6,15,226,False,ConstantRate,random,1,0,400
5749,400,1971,0.5,0.6,15,244,False,ConstantRate,random,1,0,400
5750,400,1973,0.5,0.6,16,230,False,ConstantRate,random,1,0,400
5751,400,1971,0.5,0.6,15,238,False,ConstantRate,random,1,0,400
5752,400,1970,0.5,0.6,16,227,False,ConstantRate,random,1,0,400
5753,400,1979,0.5,0.6,15,243,False,ConstantRate,random,1,0,400
5754,400,1977,0.5,0.6,15,254,False,ConstantRate,random,1,0,400
5755,400,1969,0.5,0.6,15,241,False,ConstantRate,random,1,0,400
5756,400,1967,0.5,0.6,16,237,False,ConstantRate,random,1,0,400
5757,400,1972,0.5,0.6,15,226,False,ConstantRate,random,1,0,400
