,n,e,Graph_Type,highest_degree,Diameter,average_path_length,average_clustering,average_degree
1300,1000,4978,barabasi,133,5.0,2.968308308308308,0.0423018941895132,9.956
1301,1000,4969,barabasi,120,5.0,2.9724224224224223,0.041755217368602,9.938
1302,1000,4973,barabasi,118,5.0,2.9767027027027027,0.0409223836897399,9.946
1303,1000,4976,barabasi,118,5.0,2.9805945945945944,0.0395768088933932,9.952
1304,1000,4973,barabasi,111,5.0,2.965423423423424,0.0406695516486404,9.946
1305,1000,4977,barabasi,125,5.0,2.976636636636637,0.0430906007543847,9.954
1306,1000,4971,barabasi,134,5.0,3.001357357357357,0.0369348843653239,9.942
1307,1000,4972,barabasi,130,5.0,2.9693053053053053,0.0419484426613773,9.944
1308,1000,4975,barabasi,113,5.0,2.979093093093093,0.0416425293833776,9.95
1309,1000,4970,barabasi,135,5.0,2.9823523523523523,0.040603339852354,9.94
1310,1000,4970,barabasi,128,5.0,2.982986986986987,0.0379015504189058,9.94
1311,1000,4970,barabasi,116,5.0,2.979193193193193,0.0396529532329749,9.94
1312,1000,4971,barabasi,98,5.0,2.987033033033033,0.0387775314531222,9.942
1313,1000,4977,barabasi,116,5.0,2.971993993993994,0.040647840433766,9.954
1314,1000,4971,barabasi,102,5.0,3.0035715715715714,0.0376896299222729,9.942
1315,1000,4970,barabasi,112,5.0,2.967449449449449,0.043997788030429,9.94
1316,1000,4976,barabasi,136,5.0,2.9716136136136138,0.042712805046632,9.952
1317,1000,4968,barabasi,137,5.0,2.9633733733733734,0.0448412460091328,9.936
1318,1000,4981,barabasi,133,5.0,3.005893893893894,0.0381948325371628,9.962
1319,1000,4976,barabasi,147,5.0,2.9565705705705705,0.0468173599994887,9.952
1320,1000,4978,barabasi,115,5.0,2.9883603603603603,0.0387972224784146,9.956
1321,1000,4973,barabasi,104,5.0,2.9962642642642643,0.0348084433369923,9.946
1322,1000,4966,barabasi,112,inf,0.0,0.0415770261596203,9.932
1323,1000,4976,barabasi,114,5.0,2.9706126126126127,0.0389902846072017,9.952
1324,1000,4976,barabasi,100,5.0,2.970902902902903,0.0398192717202712,9.952
1325,1000,4970,barabasi,99,5.0,2.97187987987988,0.0430128850971811,9.94
1326,1000,4972,barabasi,112,5.0,2.9827687687687687,0.034786943627942,9.944
1327,1000,4977,barabasi,140,5.0,2.9685905905905905,0.0414811975974142,9.954
1328,1000,4975,barabasi,95,5.0,3.0014814814814814,0.037745503977399,9.95
1329,1000,4974,barabasi,109,5.0,2.9895495495495497,0.0348390525885014,9.948
1330,1000,4974,barabasi,94,5.0,2.994884884884885,0.0353855121396383,9.948
1331,1000,4970,barabasi,95,5.0,3.020308308308308,0.0363964885042701,9.94
1332,1000,4973,barabasi,133,5.0,2.969017017017017,0.0388744408605145,9.946
