,n,e,Graph_Type,highest_degree,Diameter,average_path_length,average_clustering,average_degree
1400,1500,7478,barabasi,138,5.0,3.1121681120747167,0.0283154367321509,9.970666666666666
1401,1500,7469,barabasi,138,5.0,3.112963308872582,0.0273192690746565,9.958666666666666
1402,1500,7473,barabasi,120,5.0,3.114436290860574,0.0269499515040325,9.964
1403,1500,7476,barabasi,128,5.0,3.0993035356904604,0.0299268895937005,9.968
1404,1500,7473,barabasi,141,5.0,3.0899541916833444,0.030688787326615,9.964
1405,1500,7477,barabasi,146,5.0,3.116160996219702,0.0308100432740248,9.969333333333331
1406,1500,7471,barabasi,216,5.0,3.0960693795863907,0.0310830942876946,9.961333333333334
1407,1500,7472,barabasi,137,5.0,3.121512119190572,0.0292145801464129,9.962666666666667
1408,1500,7475,barabasi,145,5.0,3.101468534578608,0.0288435946392808,9.966666666666669
1409,1500,7470,barabasi,127,5.0,3.130253947075828,0.024884698337207,9.96
1410,1500,7470,barabasi,112,5.0,3.142846342005781,0.0252876500609488,9.96
1411,1500,7470,barabasi,153,5.0,3.0994698688014237,0.0303334695393144,9.96
1412,1500,7471,barabasi,134,5.0,3.123561485434734,0.0262993024021204,9.961333333333334
1413,1500,7477,barabasi,176,5.0,3.10154591950189,0.0287370981444641,9.969333333333331
1414,1500,7471,barabasi,127,5.0,3.122988659106071,0.0257336050173706,9.961333333333334
1415,1500,7470,barabasi,170,5.0,3.1143731376473203,0.0269894019305381,9.96
1416,1500,7476,barabasi,137,5.0,3.113030909495219,0.0271517718162484,9.968
1417,1500,7468,barabasi,129,5.0,3.1074885479208363,0.0285887700527124,9.957333333333333
1418,1500,7481,barabasi,126,5.0,3.107926173004225,0.0275914062159585,9.974666666666666
1419,1500,7476,barabasi,153,5.0,3.0960693795863907,0.0300309111966064,9.968
1420,1500,7478,barabasi,156,5.0,3.08780520346898,0.0346429714525727,9.970666666666666
1421,1500,7473,barabasi,120,5.0,3.1352688458972646,0.0251562560953657,9.964
1422,1500,7466,barabasi,109,inf,0.0,0.027625099967845,9.954666666666666
1423,1500,7476,barabasi,131,5.0,3.133746052924172,0.0255996529237146,9.968
1424,1500,7476,barabasi,133,5.0,3.114573271069602,0.027622428113985,9.968
1425,1500,7470,barabasi,99,5.0,3.143313319991105,0.0257817976455056,9.96
1426,1500,7472,barabasi,124,5.0,3.102535912830776,0.0292309782284206,9.962666666666667
1427,1500,7477,barabasi,132,5.0,3.1168877029130533,0.0284227604266619,9.969333333333331
1428,1500,7475,barabasi,147,5.0,3.11856259728708,0.0290542596989688,9.966666666666669
1429,1500,7474,barabasi,148,5.0,3.105592172559484,0.0269229650996666,9.965333333333334
1430,1500,7474,barabasi,123,5.0,3.1126190793862576,0.0264768914531679,9.965333333333334
1431,1500,7470,barabasi,158,5.0,3.0999555259061595,0.0306375179651618,9.96
1432,1500,7473,barabasi,135,5.0,3.127277740716033,0.0269678375354087,9.964
1433,1500,7473,barabasi,119,5.0,3.109009561930176,0.0275100546835556,9.964
1434,1500,7470,barabasi,113,5.0,3.122717367133645,0.0285386784941411,9.96
1435,1500,7475,barabasi,116,5.0,3.1144736490993994,0.0280585286706508,9.966666666666669
1436,1500,7468,barabasi,115,5.0,3.128963308872582,0.0243465305331415,9.957333333333333
1437,1500,7473,barabasi,128,5.0,3.127981320880587,0.0277485847607629,9.964
1438,1500,7476,barabasi,125,5.0,3.126964643095397,0.0250365744738733,9.968
1439,1500,7472,barabasi,143,5.0,3.118831220813876,0.0282502941296912,9.962666666666667
1440,1500,7469,barabasi,145,5.0,3.109891927951968,0.0299650928990089,9.958666666666666
1441,1500,7476,barabasi,150,5.0,3.0869157215921725,0.0296788726921362,9.968
1442,1500,7468,barabasi,119,5.0,3.1155739381810097,0.0269460027321873,9.957333333333333
1443,1500,7477,barabasi,125,5.0,3.107038470091172,0.0310748592929903,9.969333333333331
1444,1500,7471,barabasi,165,5.0,3.102068045363576,0.0283320495424224,9.961333333333334
1445,1500,7474,barabasi,132,5.0,3.1030358016455413,0.0297637559566099,9.965333333333334
1446,1500,7472,barabasi,177,5.0,3.080775628196576,0.0344001142344143,9.962666666666667
1447,1500,7467,barabasi,110,inf,0.0,0.0267668011932818,9.956
1448,1500,7469,barabasi,131,5.0,3.13121458750278,0.0294241080266029,9.958666666666666
1449,1500,7467,barabasi,127,5.0,3.1076895708249945,0.0287356392419247,9.956
1450,1500,7473,barabasi,136,5.0,3.121849232821881,0.028956021093244,9.964
1451,1500,7471,barabasi,197,5.0,3.085979097175895,0.0296500653736396,9.961333333333334
1452,1500,7471,barabasi,143,5.0,3.114159661996887,0.0271406454628502,9.961333333333334
1453,1500,7474,barabasi,183,5.0,3.105266622192573,0.0312706587209207,9.965333333333334
1454,1500,7470,barabasi,141,5.0,3.097833222148098,0.0305467339863545,9.96
1455,1500,7471,barabasi,139,5.0,3.1250193462308204,0.0284424338544213,9.961333333333334
1456,1500,7476,barabasi,129,5.0,3.1196700022237045,0.0293569245443517,9.968
1457,1500,7479,barabasi,166,5.0,3.119796308650211,0.0290640720468465,9.972
1458,1500,7478,barabasi,147,5.0,3.1007444963308872,0.028988913259057,9.970666666666666
1459,1500,7471,barabasi,132,5.0,3.11792483878141,0.0273896495758002,9.961333333333334
