,n,e,Graph_Type,highest_degree,Diameter,average_path_length,average_clustering,average_degree
100,50,228,barabasi,22,3.0,1.9395918367346936,0.2796206263636605,9.12
101,50,219,barabasi,25,3.0,1.966530612244898,0.2490641195405901,8.76
102,50,223,barabasi,28,3.0,1.9477551020408164,0.2794725746825626,8.92
103,50,226,barabasi,22,3.0,1.9493877551020409,0.2695202289970091,9.04
104,50,223,barabasi,25,3.0,1.9395918367346936,0.3307268631609188,8.92
105,50,227,barabasi,26,3.0,1.9657142857142855,0.2756365047405295,9.08
106,50,221,barabasi,31,3.0,1.9657142857142855,0.3376050504784932,8.84
107,50,222,barabasi,28,3.0,1.953469387755102,0.2413540250599074,8.88
108,50,225,barabasi,19,3.0,1.959183673469388,0.2191709250501819,9.0
109,50,220,barabasi,26,3.0,1.9681632653061223,0.2639928783634666,8.8
110,50,220,barabasi,21,3.0,1.9885714285714289,0.2113336304218657,8.8
111,50,220,barabasi,25,4.0,1.969795918367347,0.3030633934692758,8.8
112,50,221,barabasi,26,3.0,1.9624489795918367,0.2674107068265636,8.84
113,50,227,barabasi,28,3.0,1.9387755102040816,0.2876225264268743,9.08
114,50,221,barabasi,24,3.0,1.973877551020408,0.2630890516133482,8.84
115,50,220,barabasi,24,3.0,1.9926530612244897,0.2575228344366183,8.8
116,50,226,barabasi,25,3.0,1.963265306122449,0.2751418046006282,9.04
117,50,218,barabasi,22,3.0,1.989387755102041,0.2588776974659328,8.72
118,50,231,barabasi,28,3.0,1.943673469387755,0.2949385336598959,9.24
119,50,226,barabasi,25,3.0,1.969795918367347,0.261548185148185,9.04
120,50,228,barabasi,27,3.0,1.9428571428571428,0.3004729632252852,9.12
121,50,223,barabasi,23,3.0,1.9551020408163264,0.2456083563465445,8.92
122,50,216,barabasi,21,inf,0.0,0.2705594470888589,8.64
123,50,226,barabasi,25,3.0,1.9355102040816323,0.2726887035819058,9.04
124,50,226,barabasi,23,3.0,1.9338775510204085,0.246509435009435,9.04
125,50,220,barabasi,22,3.0,1.963265306122449,0.2644890795479031,8.8
126,50,222,barabasi,19,3.0,1.9975510204081632,0.2159630261379487,8.88
127,50,227,barabasi,25,3.0,1.9444897959183676,0.3223361047964764,9.08
128,50,225,barabasi,27,3.0,1.9273469387755104,0.2868716646843582,9.0
129,50,224,barabasi,23,3.0,1.963265306122449,0.2417644079197451,8.96
130,50,224,barabasi,25,3.0,1.960816326530612,0.2938095956331251,8.96
131,50,220,barabasi,26,3.0,1.9510204081632652,0.2383773422312121,8.8
132,50,223,barabasi,21,3.0,1.969795918367347,0.2584043486613145,8.92
133,50,223,barabasi,30,3.0,1.946122448979592,0.3185633736902339,8.92
134,50,220,barabasi,27,3.0,1.9551020408163264,0.2531829279538257,8.8
135,50,225,barabasi,23,3.0,1.9510204081632652,0.2636598547800594,9.0
136,50,218,barabasi,32,3.0,1.946122448979592,0.2726966454376321,8.72
137,50,223,barabasi,24,3.0,1.973061224489796,0.2804413486485098,8.92
138,50,226,barabasi,24,3.0,1.9477551020408164,0.2501805983161481,9.04
139,50,222,barabasi,24,3.0,1.950204081632653,0.3185189538404643,8.88
140,50,219,barabasi,20,3.0,1.9877551020408164,0.2356890919537978,8.76
141,50,226,barabasi,25,3.0,1.946122448979592,0.2538921087168764,9.04
142,50,218,barabasi,20,3.0,1.9828571428571429,0.2042396025027604,8.72
143,50,227,barabasi,24,3.0,1.9616326530612245,0.2752598219745885,9.08
144,50,221,barabasi,26,3.0,1.9510204081632652,0.2985983454454043,8.84
145,50,224,barabasi,19,3.0,1.9681632653061223,0.2711908579896195,8.96
146,50,222,barabasi,23,3.0,1.9836734693877551,0.2878716103447561,8.88
147,50,217,barabasi,18,inf,0.0,0.2331217573276396,8.68
148,50,219,barabasi,26,3.0,1.9657142857142855,0.293899102342446,8.76
149,50,217,barabasi,20,4.0,1.999183673469388,0.2700259022023729,8.68
