,n,e,Graph_Type,highest_degree,Diameter,average_path_length,average_clustering,average_degree
500,130,628,barabasi,40,4.0,2.311985688729875,0.1730321221948221,9.66153846153846
501,130,619,barabasi,44,4.0,2.3251043530113296,0.1548600270166374,9.523076923076925
502,130,623,barabasi,49,4.0,2.306618962432916,0.1658798900938907,9.584615384615384
503,130,626,barabasi,46,4.0,2.317948717948718,0.1559415063826029,9.63076923076923
504,130,623,barabasi,34,4.0,2.3260584376863447,0.1542890476250714,9.584615384615384
505,130,627,barabasi,37,4.0,2.3384615384615386,0.1435089119818154,9.646153846153846
506,130,621,barabasi,38,4.0,2.333571854502087,0.1475883489513885,9.553846153846154
507,130,622,barabasi,37,4.0,2.310077519379845,0.147003136839099,9.569230769230767
508,130,625,barabasi,36,4.0,2.33726893261777,0.1512808264479339,9.615384615384617
509,130,620,barabasi,36,4.0,2.322480620155039,0.1432780938667079,9.538461538461538
510,130,620,barabasi,39,4.0,2.330948121645796,0.1520091659171962,9.538461538461538
511,130,620,barabasi,39,4.0,2.3243887895050688,0.1436132770303603,9.538461538461538
512,130,621,barabasi,38,4.0,2.3130590339892665,0.1569218927452373,9.553846153846154
513,130,627,barabasi,37,4.0,2.314132379248658,0.1648856542741787,9.646153846153846
514,130,621,barabasi,42,4.0,2.3280858676207514,0.1453591764318947,9.553846153846154
515,130,620,barabasi,41,4.0,2.3470483005366725,0.1285087138453618,9.538461538461538
516,130,626,barabasi,47,4.0,2.3158020274299345,0.1593368846889591,9.63076923076923
517,130,618,barabasi,39,4.0,2.3229576624925463,0.1570232056709996,9.507692307692308
518,130,631,barabasi,40,4.0,2.323911747167561,0.1831583036834821,9.707692307692309
519,130,626,barabasi,41,4.0,2.324150268336315,0.1516259816006118,9.63076923076923
520,130,628,barabasi,40,4.0,2.3191413237924867,0.1654465416374101,9.66153846153846
521,130,623,barabasi,34,4.0,2.3382230172927847,0.1342860465232202,9.584615384615384
522,130,616,barabasi,45,inf,0.0,0.1537683506544038,9.476923076923075
523,130,626,barabasi,43,4.0,2.308288610614192,0.1622111164320961,9.63076923076923
524,130,626,barabasi,40,4.0,2.311985688729875,0.1638005633728683,9.63076923076923
525,130,620,barabasi,36,4.0,2.343231961836613,0.1250370040694835,9.538461538461538
526,130,622,barabasi,39,4.0,2.3543231961836613,0.1305247236491369,9.569230769230767
527,130,627,barabasi,37,4.0,2.318425760286225,0.1500265073902875,9.646153846153846
528,130,625,barabasi,30,4.0,2.350745378652356,0.137556008334068,9.615384615384617
529,130,624,barabasi,38,4.0,2.33309481216458,0.1562403316640902,9.6
530,130,624,barabasi,35,4.0,2.332021466905188,0.1462442957480646,9.6
531,130,620,barabasi,37,4.0,2.340608228980322,0.1520265757711577,9.538461538461538
532,130,623,barabasi,35,4.0,2.3567084078711984,0.1438501217514252,9.584615384615384
533,130,623,barabasi,42,4.0,2.329039952295766,0.1487848506378184,9.584615384615384
534,130,620,barabasi,50,4.0,2.3175909361955878,0.1630744432086845,9.538461538461538
535,130,625,barabasi,34,4.0,2.325819916517591,0.1576709461306018,9.615384615384617
536,130,618,barabasi,34,4.0,2.3262969588550986,0.1563534349432508,9.507692307692308
537,130,623,barabasi,40,4.0,2.339057841383423,0.1472534995620008,9.584615384615384
538,130,626,barabasi,39,4.0,2.3383422778771616,0.140239048335615,9.63076923076923
539,130,622,barabasi,38,4.0,2.321168753726893,0.1560936645268586,9.569230769230767
540,130,619,barabasi,41,4.0,2.3355992844364937,0.1558142367447314,9.523076923076925
541,130,626,barabasi,37,4.0,2.3285629099582588,0.1631053621637668,9.63076923076923
542,130,618,barabasi,43,4.0,2.322361359570662,0.1614851246091972,9.507692307692308
543,130,627,barabasi,43,4.0,2.303518187239117,0.1788508113794628,9.646153846153846
544,130,621,barabasi,35,4.0,2.34788312462731,0.1431910134031975,9.553846153846154
545,130,624,barabasi,43,4.0,2.3297555158020278,0.163811241303793,9.6
546,130,622,barabasi,38,4.0,2.348240906380441,0.1543842273924649,9.569230769230767
547,130,617,barabasi,34,inf,0.0,0.1587380352572005,9.492307692307692
548,130,619,barabasi,38,4.0,2.3140131186642816,0.1488338405254338,9.523076923076925
549,130,617,barabasi,42,4.0,2.3326177698270723,0.1526740226531437,9.492307692307692
550,130,623,barabasi,39,4.0,2.3282051282051284,0.1576169137922851,9.584615384615384
551,130,621,barabasi,42,4.0,2.302087060226595,0.1877813425638446,9.553846153846154
552,130,621,barabasi,43,4.0,2.334645199761479,0.1448395630146243,9.553846153846154
553,130,624,barabasi,42,4.0,2.331663685152057,0.1545186665354335,9.6
554,130,620,barabasi,34,4.0,2.3522957662492545,0.1310531488106048,9.538461538461538
555,130,621,barabasi,39,4.0,2.333333333333333,0.1502712205137315,9.553846153846154
556,130,626,barabasi,36,4.0,2.338103756708408,0.1476708169191584,9.63076923076923
557,130,629,barabasi,37,4.0,2.330590339892665,0.1512287784170221,9.676923076923076
558,130,628,barabasi,46,4.0,2.312820512820513,0.181841259090566,9.66153846153846
559,130,621,barabasi,49,4.0,2.3191413237924867,0.1632758718031152,9.553846153846154
560,130,625,barabasi,44,4.0,2.294931425163983,0.1659831453077693,9.615384615384617
561,130,622,barabasi,35,4.0,2.336076326774001,0.1451057767801618,9.569230769230767
562,130,625,barabasi,34,4.0,2.315324985092427,0.1527538152532135,9.615384615384617
563,130,620,barabasi,39,4.0,2.344305307096005,0.1532719334301893,9.538461538461538
564,130,620,barabasi,44,4.0,2.328682170542636,0.1432129507550917,9.538461538461538
565,130,625,barabasi,33,4.0,2.356231365533691,0.1290010815367244,9.615384615384617
566,130,618,barabasi,35,inf,0.0,0.1332220419804948,9.507692307692308
567,130,619,barabasi,37,4.0,2.348479427549195,0.1329005922651135,9.523076923076925
568,130,620,barabasi,37,4.0,2.3236732259988075,0.1393692334091607,9.538461538461538
569,130,619,barabasi,36,4.0,2.3373881932021465,0.1499304941306312,9.523076923076925
570,130,622,barabasi,33,4.0,2.3384615384615386,0.130088496945658,9.569230769230767
571,130,621,barabasi,37,4.0,2.356231365533691,0.1165284350195329,9.553846153846154
572,130,625,barabasi,33,4.0,2.317352415026833,0.1628721822860739,9.615384615384617
573,130,623,barabasi,43,4.0,2.312462731067382,0.154289775722299,9.584615384615384
574,130,622,barabasi,40,4.0,2.3472868217054264,0.1412153539156555,9.569230769230767
575,130,619,barabasi,32,4.0,2.352892069171139,0.1206619384423578,9.523076923076925
576,130,628,barabasi,45,4.0,2.314132379248658,0.1617014978591807,9.66153846153846
577,130,620,barabasi,41,4.0,2.312462731067382,0.1607550055289853,9.538461538461538
578,130,620,barabasi,43,4.0,2.336314847942755,0.1466173474506878,9.538461538461538
579,130,619,barabasi,45,4.0,2.341204531902206,0.1441891045524245,9.523076923076925
580,130,617,barabasi,32,4.0,2.351460942158617,0.1188218541163323,9.492307692307692
581,130,621,barabasi,36,4.0,2.3251043530113296,0.1565126853805624,9.553846153846154
582,130,626,barabasi,38,4.0,2.3160405485986884,0.1767203358922164,9.63076923076923
583,130,626,barabasi,42,4.0,2.3136553369111508,0.1646649887150497,9.63076923076923
584,130,621,barabasi,33,4.0,2.3426356589147286,0.1464220625960595,9.553846153846154
585,130,621,barabasi,46,4.0,2.324746571258199,0.156918120526149,9.553846153846154
586,130,618,barabasi,34,4.0,2.3322599880739414,0.1523793756076308,9.507692307692308
587,130,619,barabasi,37,4.0,2.3359570661896245,0.1461494663206308,9.523076923076925
588,130,619,barabasi,38,4.0,2.3288014311270127,0.1521023918584289,9.523076923076925
589,130,626,barabasi,41,4.0,2.3031604054859867,0.1790207933078375,9.63076923076923
590,130,619,barabasi,31,4.0,2.3476446034585567,0.1401575143858017,9.523076923076925
591,130,621,barabasi,48,4.0,2.3210494931425165,0.1652715573834001,9.553846153846154
592,130,618,barabasi,35,4.0,2.3474060822898037,0.1257786809656732,9.507692307692308
593,130,618,barabasi,44,4.0,2.3351222420989863,0.1622016356389518,9.507692307692308
594,130,617,barabasi,41,4.0,2.34752534287418,0.1562619970776869,9.492307692307692
595,130,625,barabasi,53,4.0,2.2986285032796663,0.1699018049168371,9.615384615384617
596,130,623,barabasi,39,4.0,2.3288014311270127,0.157569757537607,9.584615384615384
597,130,623,barabasi,50,4.0,2.299582587954681,0.1678463116068921,9.584615384615384
598,130,619,barabasi,40,4.0,2.3324985092426958,0.1490559843018434,9.523076923076925
599,130,627,barabasi,51,4.0,2.305664877757901,0.1736099686374332,9.646153846153846
2200,130,628,random,16,4.0,2.383064997018485,0.0844724292801215,9.66153846153846
2201,130,619,random,17,4.0,2.3924865831842577,0.0701235252932085,9.523076923076925
2202,130,623,random,17,4.0,2.3936791890280262,0.0706301102115581,9.584615384615384
2203,130,626,random,18,4.0,2.378056052474657,0.06986832423484,9.63076923076923
2204,130,623,random,20,4.0,2.381514609421586,0.0746741177903359,9.584615384615384
2205,130,627,random,18,4.0,2.379129397734049,0.0788662255291214,9.646153846153846
2206,130,621,random,18,4.0,2.3946332737030414,0.0758661675177511,9.553846153846154
2207,130,622,random,18,4.0,2.3936791890280262,0.0810532441414794,9.569230769230767
2208,130,625,random,18,4.0,2.3803220035778176,0.0694347884393133,9.615384615384617
2209,130,620,random,20,4.0,2.4084675014907573,0.0760683371429977,9.538461538461538
2210,130,620,random,18,4.0,2.3924865831842577,0.0844735242133431,9.538461538461538
2211,130,620,random,19,4.0,2.393798449612403,0.0670127636381505,9.538461538461538
2212,130,621,random,19,4.0,2.3849731663685154,0.0727773570664735,9.553846153846154
2213,130,627,random,18,4.0,2.383184257602862,0.0804113998118522,9.646153846153846
2214,130,621,random,19,4.0,2.4003577817531307,0.0792855210466545,9.553846153846154
2215,130,620,random,17,4.0,2.4032200357781752,0.0793034604912432,9.538461538461538
2216,130,626,random,19,4.0,2.385807990459153,0.0809045899061378,9.63076923076923
2217,130,618,random,18,4.0,2.4108527131782944,0.087356511010357,9.507692307692308
2218,130,631,random,18,4.0,2.3870005963029217,0.0844206961967142,9.707692307692309
2219,130,626,random,17,4.0,2.385688729874776,0.0717679718471573,9.63076923076923
2220,130,628,random,17,4.0,2.396899224806201,0.0810059811982888,9.66153846153846
2221,130,623,random,18,4.0,2.3917710196779964,0.0763990659918261,9.584615384615384
2222,130,616,random,17,4.0,2.394991055456172,0.0758554680613503,9.476923076923075
2223,130,626,random,18,4.0,2.3829457364341087,0.0750352211890673,9.63076923076923
2224,130,626,random,16,4.0,2.375432319618366,0.0644170573016726,9.63076923076923
2225,130,620,random,17,4.0,2.3893858079904597,0.0735693529698054,9.538461538461538
2226,130,622,random,18,4.0,2.394871794871795,0.0842384224624043,9.569230769230767
2227,130,627,random,21,4.0,2.380560524746571,0.0761321144918429,9.646153846153846
2228,130,625,random,22,4.0,2.400238521168754,0.0833655936823357,9.615384615384617
2229,130,624,random,18,4.0,2.3897435897435897,0.0892276815693104,9.6
2230,130,624,random,19,4.0,2.382468694096601,0.0645261186777023,9.6
2231,130,620,random,17,4.0,2.397972570065593,0.0730211718899501,9.538461538461538
2232,130,623,random,18,4.0,2.386881335718545,0.0767199994575559,9.584615384615384
2233,130,623,random,18,4.0,2.386404293381037,0.073162093060283,9.584615384615384
2234,130,620,random,17,4.0,2.3881932021466907,0.0740213695304192,9.538461538461538
2235,130,625,random,18,4.0,2.38783542039356,0.0756652912195898,9.615384615384617
2236,130,618,random,20,4.0,2.405008944543828,0.0818333913975733,9.507692307692308
2237,130,623,random,16,4.0,2.388789505068575,0.0724573503419656,9.584615384615384
2238,130,626,random,22,4.0,2.3811568276684554,0.0776973240434778,9.63076923076923
2239,130,622,random,18,4.0,2.392963625521765,0.0769954731040703,9.569230769230767
2240,130,619,random,20,4.0,2.400596302921884,0.0691997315616033,9.523076923076925
2241,130,626,random,16,4.0,2.386881335718545,0.0706934091549475,9.63076923076923
2242,130,618,random,16,4.0,2.392844364937388,0.0758120938890169,9.507692307692308
2243,130,627,random,19,4.0,2.3743589743589744,0.0706233367331247,9.646153846153846
2244,130,621,random,17,5.0,2.4,0.0697174909052736,9.553846153846154
2245,130,624,random,16,4.0,2.4004770423375072,0.0685619295234679,9.6
2246,130,622,random,18,4.0,2.387954680977937,0.0720302234216261,9.569230769230767
2247,130,617,random,20,4.0,2.397257006559332,0.0668240923956569,9.492307692307692
2248,130,619,random,19,4.0,2.3936791890280262,0.0616175417818666,9.523076923076925
2249,130,617,random,17,4.0,2.405605247465713,0.065751144280556,9.492307692307692
2250,130,623,random,18,5.0,2.3967799642218246,0.0784982212357777,9.584615384615384
2251,130,621,random,19,4.0,2.3891472868217054,0.0717537702962803,9.553846153846154
2252,130,621,random,19,4.0,2.401311866428145,0.0885639450517992,9.553846153846154
2253,130,624,random,18,4.0,2.390697674418605,0.0714806799535306,9.6
2254,130,620,random,16,4.0,2.391413237924866,0.0745807184268722,9.538461538461538
2255,130,621,random,18,4.0,2.3883124627310672,0.0676135603963657,9.553846153846154
2256,130,626,random,20,4.0,2.3936791890280262,0.0759999001818481,9.63076923076923
2257,130,629,random,16,4.0,2.385211687537269,0.0797303551149704,9.676923076923076
2258,130,628,random,20,4.0,2.3772212283840197,0.0643780054324231,9.66153846153846
2259,130,621,random,18,5.0,2.3963029218843173,0.0854545291309996,9.553846153846154
2260,130,625,random,18,4.0,2.3881932021466907,0.0786593497000736,9.615384615384617
2261,130,622,random,18,4.0,2.387239117471676,0.078075544365137,9.569230769230767
2262,130,625,random,18,4.0,2.3822301729278474,0.0771859249347936,9.615384615384617
2263,130,620,random,17,4.0,2.396541443053071,0.074200264290762,9.538461538461538
2264,130,620,random,18,4.0,2.3961836612999403,0.0828648023670647,9.538461538461538
2265,130,625,random,20,4.0,2.3865235539654144,0.0789750756903649,9.615384615384617
2266,130,618,random,18,4.0,2.398449612403101,0.0742162274628337,9.507692307692308
2267,130,619,random,18,4.0,2.3909361955873583,0.070692414674315,9.523076923076925
2268,130,620,random,17,4.0,2.3923673225998807,0.0747778239859687,9.538461538461538
2269,130,619,random,19,4.0,2.390459153249851,0.0714188340700605,9.523076923076925
2270,130,622,random,19,4.0,2.3892665474060824,0.0791653232454613,9.569230769230767
2271,130,621,random,17,4.0,2.395348837209302,0.0681451128057462,9.553846153846154
2272,130,625,random,17,4.0,2.3891472868217054,0.0702810814123031,9.615384615384617
2273,130,623,random,19,4.0,2.3893858079904597,0.0815351249264085,9.584615384615384
2274,130,622,random,18,4.0,2.392248062015504,0.0791096472657558,9.569230769230767
2275,130,619,random,19,4.0,2.3991651759093617,0.0692007677432778,9.523076923076925
2276,130,628,random,20,4.0,2.388073941562314,0.0697990678581294,9.66153846153846
2277,130,620,random,18,4.0,2.3889087656529515,0.0739673637071826,9.538461538461538
2278,130,620,random,19,4.0,2.392844364937388,0.0683405401457318,9.538461538461538
2279,130,619,random,17,4.0,2.400596302921884,0.0784670809331442,9.523076923076925
