,n,e,Graph_Type,highest_degree,Diameter,average_path_length,average_clustering,average_degree
300,90,428,barabasi,39,4.0,2.1735330836454434,0.2048847034479241,9.511111111111113
301,90,419,barabasi,28,4.0,2.216729088639201,0.1674965030825696,9.311111111111112
302,90,423,barabasi,32,4.0,2.202996254681648,0.205649487507239,9.4
303,90,426,barabasi,37,4.0,2.152808988764045,0.2057072314011929,9.466666666666669
304,90,423,barabasi,31,4.0,2.1917602996254684,0.1828273833774309,9.4
305,90,427,barabasi,35,3.0,2.1697877652933832,0.2101578702419775,9.488888888888887
306,90,421,barabasi,35,4.0,2.1952559300873906,0.1972641027821448,9.355555555555556
307,90,422,barabasi,38,4.0,2.1925093632958803,0.1978892777823768,9.377777777777778
308,90,425,barabasi,34,4.0,2.17852684144819,0.2288056911239128,9.444444444444445
309,90,420,barabasi,30,4.0,2.1927590511860173,0.1961909232331103,9.333333333333334
310,90,420,barabasi,27,4.0,2.202496878901373,0.1672014984672437,9.333333333333334
311,90,420,barabasi,32,4.0,2.1745318352059924,0.2263280562383777,9.333333333333334
312,90,421,barabasi,36,4.0,2.1952559300873906,0.1989009979590811,9.355555555555556
313,90,427,barabasi,39,3.0,2.1595505617977526,0.2399668919870687,9.488888888888887
314,90,421,barabasi,33,4.0,2.189263420724095,0.2030924044000872,9.355555555555556
315,90,420,barabasi,29,4.0,2.201498127340824,0.1639281415035461,9.333333333333334
316,90,426,barabasi,33,4.0,2.1927590511860173,0.2011331452749804,9.466666666666669
317,90,418,barabasi,29,4.0,2.2039950062421974,0.1736919655799163,9.28888888888889
318,90,431,barabasi,33,3.0,2.1882646691635457,0.196350773095371,9.577777777777778
319,90,426,barabasi,33,4.0,2.182521847690387,0.1638419860439983,9.466666666666669
320,90,428,barabasi,34,4.0,2.1797752808988764,0.2055597507068095,9.511111111111113
321,90,423,barabasi,25,4.0,2.205243445692884,0.1683905455200154,9.4
322,90,416,barabasi,32,inf,0.0,0.1813615054116513,9.244444444444444
323,90,426,barabasi,34,3.0,2.1627965043695383,0.2316782504675254,9.466666666666669
324,90,426,barabasi,39,4.0,2.1752808988764043,0.2135392388638479,9.466666666666669
325,90,420,barabasi,30,4.0,2.2042446941323344,0.151528217043768,9.333333333333334
326,90,422,barabasi,37,4.0,2.1737827715355804,0.2016627188330667,9.377777777777778
327,90,427,barabasi,32,4.0,2.1995006242197253,0.1974297692456259,9.488888888888887
328,90,425,barabasi,37,4.0,2.1755305867665418,0.1930787740705973,9.444444444444445
329,90,424,barabasi,33,4.0,2.1777777777777776,0.1895533687488697,9.422222222222222
330,90,424,barabasi,36,4.0,2.179525593008739,0.198630608669944,9.422222222222222
331,90,420,barabasi,29,4.0,2.219225967540574,0.1580965381277979,9.333333333333334
332,90,423,barabasi,32,4.0,2.1932584269662923,0.1930086654438051,9.4
